,Data ID,Data Name,Data Length,Priority,Read/Write,Write Protect Register,Byte 8,Byte 7,Byte 6,Byte 5,Byte 4,Byte 3,Byte 2,Byte 1,Description,Bit Width Per Register,Sign or Unsigned,"Comments
1. Even Parity for R/W registers at the byte level, Mod 2 = 0
2. Byte 8-7 is reserved for packet counter",Default Value [TBD]
Soft LImit Faults,0xD0,Soft LImit Fault Group 1,8,4,Read/Write,Not protected,RSVD,RSVD,"{HV_OR_LIM, MB_SP_IMON_LIM, 12V_B_IMON4_LIM, 12V_B_IMON3_LIM, ESTOP_REC_A_12V_LIM, ESTOP_REC_B_12V_LIM, AUX_12V_CURR_LIM, AUX_12V_LIM}","{AUX_24V_CURR_LIM, AUX_24V_LIM, 3.3V_CURR_LIM, 3.3V_LIM, 5V_CURR_LIM, 5V_LIM, 24V_LIM, USER_24V_IMON_LIM, USER_24V_LIM}","{12V_LIM, 12V_B_TOTAL_CURR_LIM, 12V_B_IMON4_LIM, 12V_B_IMON3_LIM, 12V_A_TOTAL_CURR_LIM, 12V_IMON2_LIM, 12V_IMON1_LIM, 12_IMON0_LIM}","{24V_TOTAL_CURR_LIM, 24V_IMON2_LIM, 24V_IMON1_LIM, 24_IMON0_LIM, PC_A_12V_IMON_LIM, PC_A_12V_LIM, USER_HV_CURR_LIM, USER_HV_LIM}","{PC_24_IMON_LIM, PC_24_LIM, CHG_HV_LIM, MOT_BUS_LIM, NK_IMON_LIM, BATT2_IN_LIM, BATT1_IN_LIM, HV_LIM}","{LA_IMON_LIM, RL_IMON_LIM, LL_IMON_LIM, BATT2_CURR_NLIM, BATT1_CURR_NLIM, BATT2_CURR_PLIM, BATT1_CURR_PLIM, CHG_CURR_LIM}","Byte 8-7: Reserved
Byte 6: {HV_OR_LIM, MB_SP_IMON_LIM, 12V_B_IMON4_LIM, 12V_B_IMON3_LIM, ESTOP_REC_A_12V_LIM, ESTOP_REC_B_12V_LIM, AUX_12V_CURR_LIM, AUX_12V_LIM}
Byte 5: {AUX_24V_CURR_LIM, AUX_24V_LIM, 3.3V_CURR_LIM, 3.3V_LIM, 5V_CURR_LIM, 5V_LIM, 24V_LIM, USER_24V_IMON_LIM, USER_24V_LIM}
Byte 4: {12V_LIM, 12V_B_TOTAL_CURR_LIM, 12V_B_IMON4_LIM, 12V_B_IMON3_LIM, 12V_A_TOTAL_CURR_LIM, 12V_IMON2_LIM, 12V_IMON1_LIM, 12_IMON0_LIM}
Byte 3: {24V_TOTAL_CURR_LIM, 24V_IMON2_LIM, 24V_IMON1_LIM, 24_IMON0_LIM, PC_A_12V_IMON_LIM, PC_A_12V_LIM, USER_HV_CURR_LIM, USER_HV_LIM}
Byte 2: {PC_24_IMON_LIM, PC_24_LIM, CHG_HV_LIM, MOT_BUS_LIM, NK_IMON_LIM, BATT2_IN_LIM, BATT1_IN_LIM, HV_LIM}
Byte 1: {LA_IMON_LIM, RL_IMON_LIM, LL_IMON_LIM, BATT2_CURR_NLIM, BATT1_CURR_NLIM, BATT2_CURR_PLIM, BATT1_CURR_PLIM, CHG_CURR_LIM}",,Bit Mapped,A fault can be cleared by writing 1 to the corresponding bit. The fault is cleared only rising edge.,
,0xD1,Soft LImit Fault Group 2,8,4,Read/Write,Not protected,RSVD,RSVD,RSVD,RSVD,RSVD,"{LIDAR_B_12V_LIM, LIDAR_A_12V_LIM, ECAT_1.2V_LIM, ECAT_3.3V_LIM, ETH_1.2V_LIM, ETH_2.5V_LIM, CHG_HVIL_OUT_LIM, STO_24V_LIM}","{EX_TEMP1_NLIM, EX_TEMP0_NLIM, TEMP5_NLIM, TEMP4_NLIM, TEMP3_NLIM, TEMP2_NLIM, TEMP1_NLIM, TEMP0_NLIM}","{EX_TEMP1_PLIM, EX_TEMP0_PLIM, TEMP5_PLIM, TEMP4_PLIM, TEMP3_PLIM, TEMP2_PLIM, TEMP1_PLIM, TEMP0_PLIM}","Byte 8-7: Reserved
Byte 6-4: Reserved
Byte 3: {LIDAR_B_12V_LIM, LIDAR_A_12V_LIM, ECAT_1.2V_LIM, ECAT_3.3V_LIM, ETH_1.2V_LIM, ETH_2.5V_LIM, CHG_HVIL_OUT_LIM, STO_24V_LIM}
Byte 2: {EX_TEMP1_NLIM, EX_TEMP0_NLIM, TEMP5_NLIM, TEMP4_NLIM, TEMP3_NLIM, TEMP2_NLIM, TEMP1_NLIM, TEMP0_NLIM}
Byte 1: {EX_TEMP1_PLIM, EX_TEMP0_PLIM, TEMP5_PLIM, TEMP4_PLIM, TEMP3_PLIM, TEMP2_PLIM, TEMP1_PLIM, TEMP0_PLIM}",,Bit Mapped,A fault can be cleared by writing 1 to the corresponding bit. The fault is cleared only rising edge.,
,,,,,,,,,,,,,,,,,,,
Hard Limit Faults,0xD8,Hard LImit Fault Group 1,8,4,Read/Write,Not protected,RSVD,RSVD,"{HV_OR_LIM, MB_SP_IMON_LIM, 12V_B_IMON4_LIM, 12V_B_IMON3_LIM, ESTOP_REC_A_12V_LIM, ESTOP_REC_B_12V_LIM, AUX_12V_CURR_LIM, AUX_12V_LIM}","{AUX_24V_CURR_LIM, AUX_24V_LIM, 3.3V_CURR_LIM, 3.3V_LIM, 5V_CURR_LIM, 5V_LIM, 24V_LIM, USER_24V_IMON_LIM, USER_24V_LIM}","{12V_LIM, 12V_B_TOTAL_CURR_LIM, 12V_B_IMON4_LIM, 12V_B_IMON3_LIM, 12V_A_TOTAL_CURR_LIM, 12V_IMON2_LIM, 12V_IMON1_LIM, 12_IMON0_LIM}","{24V_TOTAL_CURR_LIM, 24V_IMON2_LIM, 24V_IMON1_LIM, 24_IMON0_LIM, PC_A_12V_IMON_LIM, PC_A_12V_LIM, USER_HV_CURR_LIM, USER_HV_LIM}","{PC_24_IMON_LIM, PC_24_LIM, CHG_HV_LIM, MOT_BUS_LIM, NK_IMON_LIM, BATT2_IN_LIM, BATT1_IN_LIM, HV_LIM}","{LA_IMON_LIM, RL_IMON_LIM, LL_IMON_LIM, BATT2_CURR_NLIM, BATT1_CURR_NLIM, BATT2_CURR_PLIM, BATT1_CURR_PLIM, CHG_CURR_LIM}","Byte 8-7: Reserved
Byte 6: {HV_OR_LIM, MB_SP_IMON_LIM, 12V_B_IMON4_LIM, 12V_B_IMON3_LIM, ESTOP_REC_A_12V_LIM, ESTOP_REC_B_12V_LIM, AUX_12V_CURR_LIM, AUX_12V_LIM}
Byte 5: {AUX_24V_CURR_LIM, AUX_24V_LIM, 3.3V_CURR_LIM, 3.3V_LIM, 5V_CURR_LIM, 5V_LIM, 24V_LIM, USER_24V_IMON_LIM, USER_24V_LIM}
Byte 4: {12V_LIM, 12V_B_TOTAL_CURR_LIM, 12V_B_IMON4_LIM, 12V_B_IMON3_LIM, 12V_A_TOTAL_CURR_LIM, 12V_IMON2_LIM, 12V_IMON1_LIM, 12_IMON0_LIM}
Byte 3: {24V_TOTAL_CURR_LIM, 24V_IMON2_LIM, 24V_IMON1_LIM, 24_IMON0_LIM, PC_A_12V_IMON_LIM, PC_A_12V_LIM, USER_HV_CURR_LIM, USER_HV_LIM}
Byte 2: {PC_24_IMON_LIM, PC_24_LIM, CHG_HV_LIM, MOT_BUS_LIM, NK_IMON_LIM, BATT2_IN_LIM, BATT1_IN_LIM, HV_LIM}
Byte 1: {LA_IMON_LIM, RL_IMON_LIM, LL_IMON_LIM, BATT2_CURR_NLIM, BATT1_CURR_NLIM, BATT2_CURR_PLIM, BATT1_CURR_PLIM, CHG_CURR_LIM}",,Bit Mapped,A fault can be cleared by writing 1 to the corresponding bit. The fault is cleared only rising edge.,
,0xD9,Hard LImit Fault Group 2,8,4,Read/Write,Not protected,RSVD,RSVD,RSVD,RSVD,RSVD,"{LIDAR_B_12V_LIM, LIDAR_A_12V_LIM, ECAT_1.2V_LIM, ECAT_3.3V_LIM, ETH_1.2V_LIM, ETH_2.5V_LIM, CHG_HVIL_OUT_LIM, STO_24V_LIM}","{EX_TEMP1_NLIM, EX_TEMP0_NLIM, TEMP5_NLIM, TEMP4_NLIM, TEMP3_NLIM, TEMP2_NLIM, TEMP1_NLIM, TEMP0_NLIM}","{EX_TEMP1_PLIM, EX_TEMP0_PLIM, TEMP5_PLIM, TEMP4_PLIM, TEMP3_PLIM, TEMP2_PLIM, TEMP1_PLIM, TEMP0_PLIM}","Byte 8-7: Reserved
Byte 6-4: Reserved
Byte 3: {LIDAR_B_12V_LIM, LIDAR_A_12V_LIM, ECAT_1.2V_LIM, ECAT_3.3V_LIM, ETH_1.2V_LIM, ETH_2.5V_LIM, CHG_HVIL_OUT_LIM, STO_24V_LIM}
Byte 2: {EX_TEMP1_NLIM, EX_TEMP0_NLIM, TEMP5_NLIM, TEMP4_NLIM, TEMP3_NLIM, TEMP2_NLIM, TEMP1_NLIM, TEMP0_NLIM}
Byte 1: {EX_TEMP1_PLIM, EX_TEMP0_PLIM, TEMP5_PLIM, TEMP4_PLIM, TEMP3_PLIM, TEMP2_PLIM, TEMP1_PLIM, TEMP0_PLIM}",,Bit Mapped,A fault can be cleared by writing 1 to the corresponding bit. The fault is cleared only rising edge.,
,,,,,,,,,,,,,,,,,,,
Battery 1 BMS,0xE0,Reserved,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Battery 2 BMS,0xF0,Reserved,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Charger C&T,0x100,Reserved for Charger Command and Telemetry,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Filter Settings,0x180,Reserved for Filter Settings,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Persistent Counters and Errors,0x1A0,Reserved,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
PMB Internal Status,0x1E0,Reserved for Internal State Machine and other internal statuses,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Communication,0x1E8,Reserved for Communication Settings and Statuses like EtherCAT links,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Build Info,0x1F8,HW and FW Revision,8,4,Read/Write,0x1FA - Byte 1 - Bit 3,RSVD,RSVD,RSVD,RSVD,FIRMWARE_REVISION[15:8],FIRMWARE_REVISION[7:0],HARDWARE_REVISION[15:8],HARDWARE_REVISION[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: Firmware Revision
Byte 2-1: Hardware Revision",16-bit,unsigned,,
,,,,,,,,,,,,,,,,,,,
Write Protects,0x1FA,Write Protect,8,4,Read/Write,Not protected,RSVD,RSVD,RSVD,"{5b00000, 0x23-Byte3, 0x23-Byte2, 0x23-Byte1}","{4b0000, 0x21-Byte4, 0x21-Byte3, 0x21-Byte2, 0x21-Byte1}","{5b00000, 0x20-Byte3, 0x20-Byte2, 0x20-Byte1}","{7b0000000, 0x1F-Byte1}","{4b0000, REV, SCL, OFS, LIM}","Byte 8-7: Reserved
Byte 6: Reserved
Byte 5: {5b00000, 0x23-Byte3, 0x23-Byte2, 0x23-Byte1}
Byte 4: {4b0000, 0x21-Byte4, 0x21-Byte3, 0x21-Byte2, 0x21-Byte1}
Byte 3: {5b00000, 0x20-Byte3, 0x20-Byte2, 0x20-Byte1}
Byte 2: {7b0000000, 0x1F-Byte1}
Byte 1: {4b0000, REV, SCL, OFS, LIM}",,Bit Mapped,"Write Protect for Read/Write registers. In order to write to r/w registers, the corresponding bit of the write register must be asserted.",
,,,,,,,,,,,,,,,,,,,
External Memory ,0x200,Reserved,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Bootloader,0x300,Reserved,,,,,,,,,,,,,,,,,
